id,city,address,zip code,latitude,longitude,features,name,ownership,storeNumber,Mobile Payment,Digital Rewards,LaBoulange,Bakery,My Starbucks Rewards,Wireless Hotspot,Drive-Thru,Oven-warmed Food,Verismo,Mobile Order and Pay,Music Experience,Lunch,tbd - Blonde Espresso,Google Wi-Fi,Nitro Cold Brew,Starbucks Reserve-Clover Brewed,Playbook Store System,tbd - Coffee Scale
12486,Minneapolis,615 Washington Ave SE,55414,44.973956,-93.229931,"[{u'code': u'CL', u'name': u'Starbucks Reserve-Clover Brewed'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",U of MN - 615 Washington Ave SE,CO,2488-21281,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0
90220,Minneapolis,207 Church St SE,55455,44.974612,-93.233625,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'LU', u'name': u'Lunch'}]",University of Minnesota-Lind Hall,LS,17122-175084,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1007209,Minneapolis,425 14th Avenue SE,55414,44.981365,-93.235325,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'CS', u'name': u'tbd - Coffee Scale'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",14th and 5th - Dinkytown,CO,23000-226785,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1
1018258,Eagan,1480 Central Park Commons Dr,55122,44.835508,-93.169568,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'VS', u'name': u'Verismo'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'NB', u'name': u'Nitro Cold Brew'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Yankee Doodle and Pilot Knob Road,CO,2469-256466,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
8251,Rosemount,14903 South Robert Trail,55068,44.732547,-93.127758,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'VS', u'name': u'Verismo'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Rosemount - CR 42 & Hwy 3,CO,9652-97788,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0
1015936,Eagan,Yankee Doodle Road / Pilot Knob Road,55122,44.836973,-93.171043,[],Hy Vee - Eagan #1165,LS,47509-257827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18637,Eagan,1646 Diffley Road,55122,44.804256,-93.18662,"[{u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'BA', u'name': u'Bakery'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}]",Kowalski's - Eagan,LS,70341-140691,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1008939,Eagan,3965 Eagan Outlets Parkway,55122,44.814819,-93.214363,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Twin Cities Premium Outlets,CO,20688-204064,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0
9224,Eagan,2040 Cliff Rd.,55122,44.789625,-93.210388,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'CL', u'name': u'Starbucks Reserve-Clover Brewed'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",2040 Cliff Road - Eagan,CO,2619-53139,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0
10528,Apple Valley,15560 Pilot Knob Rd,55124,44.72374,-93.17661,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'BA', u'name': u'Bakery'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Target Apple Vly South ST-239,LS,76896-121294,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
11276,St Paul,4300 Gulmack Drive,55111,44.884646,-93.209842,"[{u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'BA', u'name': u'Bakery'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]","MSP Minn Green Concourse, Gate 69",LS,72336-5745,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
17166,St Paul,4300 Glumack Drive,55111,44.884578,-93.210647,"[{u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'BA', u'name': u'Bakery'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",MSP North Ternimal,LS,75884-101521,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
11440,St Paul,4300 Gulmack Drive,55111,44.882841,-93.211272,"[{u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'BA', u'name': u'Bakery'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",MSP Minn D6 Baggage Claim Area,LS,75587-80343,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1023917,St Paul,4300 Glumack Dr,55111,44.883231,-93.211584,[],MSP Promenade FC,LS,56036-289676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015119,Lakeville,16150 Pilot Knob Road,55044,44.717215,-93.177032,[],Hy-Vee - Lakeville #1356,LS,26713-243085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020366,Minneapolis,7150 Humphrey Drive,55450,44.874012,-93.228642,"[{u'code': u'NB', u'name': u'Nitro Cold Brew'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",MSP - Terminal 2 (Humphrey Terminal,LS,29476-253064,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
13666,Bloomington,164 E. Broadway,55425,44.854558,-93.24063,"[{u'code': u'CL', u'name': u'Starbucks Reserve-Clover Brewed'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'VS', u'name': u'Verismo'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",164 E. Broadway - 1st level MOA,CO,2705-84660,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0
1015526,Bloomington,60 E. Broadway,55425,44.856582,-93.241804,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'CS', u'name': u'tbd - Coffee Scale'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",MOA 3rd Floor C310,CO,26122-243619,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1
8249,Bloomington,276 West Market Street,55425,44.855062,-93.243339,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'VS', u'name': u'Verismo'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Mall of America II,CO,10077-98295,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
16233,Apple Valley,15150 Cedar Ave,55124,44.729413,-93.214503,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'BA', u'name': u'Bakery'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Target Apple Valley ST-643,LS,72682-76602,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0
1018181,Apple Valley,7525 147th St W,55124,44.735446,-93.218497,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'NB', u'name': u'Nitro Cold Brew'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}]",Apple Valley - Cedar and 147th,CO,49954-271967,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0
12798,Blaine,1500 109th Ave NE,55449,45.165493,-93.233396,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Target Blaine ST-1832,LS,76115-88842,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
1008734,Blaine,1384 109th Avenue,55434,45.167868,-93.235885,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'CL', u'name': u'Starbucks Reserve-Clover Brewed'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",109th and Hwy 65 - Blaine,CO,20107-189627,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0
12271,Andover,2000 Bonker Lake Blvd NW,55304,45.21944,-93.31616,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}]",Target Andover T-2025,LS,76316-95687,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
17518,Coon Rapids,9920 Foley Blvd,55448,45.150231,-93.276197,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'VS', u'name': u'Verismo'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'NB', u'name': u'Nitro Cold Brew'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Coon Rapids-Foley & Hwy 10,CO,10743-99776,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
13804,Coon Rapids,8600 Springbrook Dr NW,55433,45.127261,-93.268366,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}]",Target Northtown T-820,LS,76206-88844,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1009299,Coon Rapids,3300 124th Ave NW,55433,45.19606,-93.34702,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}]",Target Coon Rapids T-1144,LS,23669-232351,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
1012889,Coon Rapids,13131 Riverdale Dr NW,55448,45.209026,-93.358432,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'CS', u'name': u'tbd - Coffee Scale'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Round Lake Blvd and Northdale,CO,25535-241231,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1
1014064,Fridley,5300 Central Ave NE,55421,45.064645,-93.248778,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Central and 53rd - Fridley,CO,24962-238826,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0
10142,Minneapolis,755 53rd Ave NE,55421,45.066158,-93.251437,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}]",Target Mpls/Fridley ST-2200,LS,76625-95375,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
12800,Champlin,11960 Business Park Blvd N,55316,45.172982,-93.388458,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}]",Target Champlin ST-1831,LS,76112-88843,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
1015601,Brooklyn Park,9409 Zane Ave North,55443,45.124535,-93.357507,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Hy-vee-Brooklyn Park Drive Thru #1,LS,48065-254734,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1015565,Brooklyn Park,9409 Zane Ave North,55443,45.125983,-93.358769,[],Hy Vee @ Brooklyn Park Kiosk,LS,47126-254733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006679,Brooklyn Park,7000 Target Parkway N,55444,45.135664,-93.370016,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Target North Campus,LS,21555-204764,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1007077,Champlin,11223 Aquila Drive,55316,45.158711,-93.390784,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'CS', u'name': u'tbd - Coffee Scale'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Hwy 169 and Elm Creek - Champlin,CO,23160-226966,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1
8356,Brooklyn Center,5512 Brooklyn Blvd,55429,45.055266,-93.323226,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Brooklyn Ctr-Brooklyn Blvd. & 55th,CO,9605-97352,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0
1016615,Cambridge,1400 1st Ave East Building B,55008,45.572889,-93.206249,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'CS', u'name': u'tbd - Coffee Scale'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Cambridge - Hwy 95 and Hwy 65,CO,48164-261724,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1
13706,Brooklyn Park,7535 W Broadway Ave,55428,45.091169,-93.378348,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}]",Target Brooklyn Park T-693,LS,76133-88561,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1007061,Crystal,5596 W. Broadway Ave.,55428,45.054312,-93.36459,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'CL', u'name': u'Starbucks Reserve-Clover Brewed'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'VS', u'name': u'Verismo'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Bass Lake Rd & Broadway-Crystal,CO,22725-223764,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0
1015152,Red Wing,151 Tyler Rd N,55066,44.569048,-92.584723,[],Target - Red Wing T-1522,LS,29841-254985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14306,Lakeville,16227 Kenrick Ave.,55044,44.71348,-93.280162,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'VS', u'name': u'Verismo'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",16227 Kenrick Ave - I35 & Cty Rd 46,CO,8959-95199,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0
8100,Lakeville,17740 Kenwood Trail,55044,44.692412,-93.283218,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'VS', u'name': u'Verismo'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Lakeville - I-35 & Kenwood Trail,CO,9762-97954,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
9325,Lakeville,18275 Kenrick Ave,55044,44.684693,-93.289403,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'BA', u'name': u'Bakery'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Target Lakeville ST-1484,LS,72684-76620,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
6528,Burnsville,810 County Rd 42W,55337,44.748868,-93.289517,"[{u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'BA', u'name': u'Bakery'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Target Burnsville ST-2340,LS,76809-110952,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1008690,Burnsville,1310 County Road 42 W,55337,44.746896,-93.295509,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'VS', u'name': u'Verismo'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",CR 42 and Burnhaven Dr,CO,23397-220084,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0
